Código OTRI,Título del contrato,Tipo contrato,Tipo contrato,CIF,CNAE,Descripción CNAE,Nombre entidad,Caracter,Caracter,Ambito,Ambito,Id. Pers,Nombre completo,Id. Categoria,Categoria,Nombre Departamento,Titulares,,Importe sin IVA,Fecha de firma,Fecha de fin,Código contable,Fecha de cierre,Ubicación expediente,,,CNAE,Descripción CNAE
2016003020,Implementación de la Autorización Ambiental Integrada,ASE,Asesoría y consultoría,A31085632,4677,Comercio al por mayor de chatarra y productos de desecho,"CHATARRAS IRUÑA, S.A.",PRV,Privado,AUT, ,414,"Razquin Lizarraga, Martín María",CU,Catedrático de Universidad,Derecho Público,"Razquin Lizarraga, Martín María(PRI - CU)",,59400,01/05/2016,31/10/2017,3030007274,,\\tsclient\T\2016003020.pdf,,0,0,NULL
2016020029,Sexta renovación ''Regeneración de hábitats en ambientes esteparios'',I+D,Investigación y desarrollo,P3103967J,9499,Otras actividades asociativas n.c.o.p.,Comunidad de Bardenas Reales,PUB,Público,AUT, ,261,"Castillo Martínez, Federico José",CU,Catedrático de Universidad,Ciencias del Medio Natural,"Imbert Rodríguez, Juan Bosco(INV - PD1); Castillo Martínez, Federico José(PRI - CU); Peralta de Andrés, Francisco Javier(INV - AS3)",,9000,01/03/2016,28/02/2017,3030007253,,\\tsclient\T\2016020029.pdf,,,,
2016020054,"Cartografía de hábitats del Polígono de Tiro de Bardenas Reales, zona central",I+D,Investigación y desarrollo,P3103967J,9499,Otras Actividades Asociativas,Comunidad de Bardenas Reales,PUB,Público,AUT, ,528,"Peralta de Andrés, Francisco Javier",AS3,Asociado 3,Ciencias del Medio Natural,"Castillo Martínez, Federico José(INV - CU); Peralta de Andrés, Francisco Javier(PRI - AS3)",,7917.8,13/05/2016,28/02/2017,3030007332,,\\tsclient\T\2016020054.pdf,,0,0,NULL
2016028003,"Labores de Vicepresidencia Ejecutiva, Asesoría y Organización de Actividades del Consorcio Iberus",ASE,Asesoría y consultoría,Q5000950E,8543,Educación universitaria,Consorcio Campus Iberus,PUB,Público,EST, ,1,"Lafuente López, Julio Pedro",CU,Catedrático de Universidad,Matemáticas,"Lafuente López, Julio Pedro(PRI - CU)",,14122.32,01/01/2016,31/12/2016,3030007226,,\\tsclient\T\2016028003.pdf,,,,
2016016060,Evaluación de la utilidad de sondas de humedad para la mejora de la gestión del agua en el cultivo de maíz,SER,Servicios,F31016140,4621,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",COOPERATIVA AGRÍCOLA CAJA RURAL DE ARTAJONA,PRV,Privado,AUT, ,2064,"Arregui Odériz, Luis Miguel",PD1,Profesor Contratado Doctor Tipo 1,Producción Agraria,"Arregui Odériz, Luis Miguel(PRI - PD1); Campo Bescós, Miguel Ángel(INV - PAD)",,3440,23/05/2016,22/05/2017,3030007317,,\\tsclient\T\2016016060.pdf,,2009_2829,2829,Fabricación de otra maquinaria de uso general n.c.o.p.
2016021026,Renovación Apoyo y servicios técnicos en trabajos relacionados con las máquinas y las herramientas agrícolas y sus componentes.,ASE,Asesoría y consultoría,A20414850,7010,Actividades de las sedes centrales ,Corporación Patricio Echeverria S.A.,PRV,Privado,EST, ,347,"Jarén Ceballos, María del Carmen",TU,Titular de Universidad,Proyectos e Ingeniería Rural,"Mangado Ederra, Jesús María(PAS - AS3); Mangado Ederra, Jesús María(PAS - PAS); Arazuri Garín, Silvia(INV - TU); Jarén Ceballos, María del Carmen(PRI - TU); Arnal Atarés, Pedro(INV - MH); López Maestresalas, Ainara(INV - UNI)",,0,19/02/2016,18/02/2017,3030007271,,\\tsclient\T\2016021026.pdf,,,,
2016021025,Asesoramiento técnico en nuevas líneas de negocio: automatización del riego,ASE,Asesoría y consultoría,A20414850,7010,Actividades de las sedes centrales ...,Corporación Patricio Echeverria S.A.,PRV,Privado,EST, ,3584,"Campo Bescós, Miguel Ángel",PAD,Profesor Ayudante Doctor,Proyectos e Ingeniería Rural,"Campo Bescós, Miguel Ángel(PRI - PAD)",,4281.91,20/02/2016,20/02/2017,3030007273,,\\tsclient\T\2016021025.pdf,,2009_8411,8411,Actividades generales de la Administración Pública
2016024129,Desarrollo de la plataforma de localización,I+D,Investigación y desarrollo,B31549256,6201,Actividades de programación informática,"CyC (Consultoría y Comunicaciones del País Vasco, S.L.)",PRV,Privado,EST, ,2774,"Falcone Lanas, Francisco Javier",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Falcone Lanas, Francisco Javier(PRI - TU)",,17241.38,08/11/2016,07/11/2018,3030007415,,\\tsclient\T\2016024129.pdf,,0,0,NULL
2016024022,Soporte en el desarrolo de un cabezal de lectura magnética de banda ancha IV,I+D,Investigación y desarrollo,B71092696,2059,Fabricación de otros productos químicos n.c.o.p.,"DAS-NANO, S.L.",PRV,Privado,LO, ,7673,"Arnedo Gil, Israel",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Eléctrica y Electrónica,"Lopetegui Beregaña, José María(PRI - TU); Gómez Laso, Miguel Ángel(PRI - TU); Arnedo Gil, Israel(PRI - PD1); Teberio Berdún, Fernando(INV - UNI); Arregui Padilla, Iván(PRI - AY)",,9000,01/01/2016,15/06/2016,3030007239,,\\tsclient\T\2016024022.pdf,,2009_4631,4631,Comercio al por mayor de frutas y hortalizas
2016024135,IMPLEMENTACIÓN DE UN SISTEMA PARA EL CÁLCULO EN TIEMPO REAL DE LA ABSORCIÓN DE DIFERENTES SUSTANCIAS EN EL RANGO DE LAS MICROONDAS,I+D,Investigación y desarrollo,B71092696,2059,Fabricación de otros productos químicos n.c.o.p.,"DAS-NANO, S.L.",PRV,Privado,LO, ,7673,"Arnedo Gil, Israel",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Eléctrica y Electrónica,"Lopetegui Beregaña, José María(PRI - TU); Gómez Laso, Miguel Ángel(PRI - TU); Arnedo Gil, Israel(PRI - PD1); Teberio Berdún, Fernando(INV - UNI); Gómez Torrent, Adrián(INV - FPU); Percaz Ciriza, Jon Mikel(INV - 196); Percaz Ciriza, Jon Mikel(INV - UNI); Arregui Padilla, Iván(INV - PAD)",,33753,01/11/2016,30/04/2018,3030007418,,\\tsclient\T\2016024135.pdf,,2009_7112,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
2015902152,Desarrollos en el campo de la espectroscopía láser,I+D,Investigación y desarrollo,B75107649,7490," Otras actividades profesionales, científicas y técnicas n.c.o.p.",Deneb Medical,PRV,Privado,EST, ,400,"Aguilera Andoaga, José Antonio",TU,Titular de Universidad,Física,"Aguilera Andoaga, José Antonio(PRI - TU); Aragón Garbizu, Carlos(PRI - TU)",,36782,01/01/2016,31/12/2016,3030007208,,\\tsclient\T\2015902152.pdf,,2009_8543,8543,Educación universitaria
2016022015,Seminario ''Museos y públicos. Dilemas y experiencia''.,FOR,Formación,S3100015A,8411,Actividades generales de la Administración Pública,Dirección General de Cultura-Institución Príncipe de Viana,PUB,Público,LO, ,4707,"Arriaga Azkarate, Amaia",PD1,Profesor Contratado Doctor Tipo 1,Psicología y Pedagogía,"Arriaga Azkarate, Amaia(PRI - PD1); Aguirre Arriaga, Manuel(PRI - TU)",,2322,15/02/2016,30/04/2016,3030007235,20/10/2016,\\tsclient\T\2016022015.pdf,,0,0,NULL
2016901069,Promoción STEM,ASE,Asesoría y consultoría,S7124926B,8411,Actividades generales de la Administración Pública,Dirección General de Política Económica y Empresarial y Trabajo,PUB,Público,AUT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Matías Maestro, Ignacio Raúl(INV - CU); Ederra Urzainqui, Iñigo(INV - TU); Falcone Lanas, Francisco Javier(INV - TU); Díaz Lucas, Silvia(PRI - PD1); Liceaga Elizalde, Ambrosio María(INV - COP); Socorro Leránoz, Abián Bentor(INV - PUN); Vicerrector , para ISC(PRI - SC)",,6000,14/06/2016,13/12/2016,3030007307,,\\tsclient\T\2016901069.pdf,,,,
2016901072,Difusión científica,ASE,Asesoría y consultoría,S7124926B,8411,Actividades generales de la Administración Pública,Dirección General de Política Económica y Empresarial y Trabajo,PUB,Público,AUT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Falcone Lanas, Francisco Javier(PRI - TU); Vicerrector , para ISC(PRI - SC)",,6000,14/06/2016,13/12/2016,3030007308,,\\tsclient\T\2016901072.pdf,,,,
2016017006,Evaluación del Proyecto ''Desarrollo de nuevo material de aluminio'',SER,Servicios,B85906006,7022,Otras actividades de consultoría de gestión empresarial,DNV GL Business Assurance España S.L.U.,PRV,Privado,EST, ,1806,"Gil Bravo, Antonio",CU,Catedrático de Universidad,Química Aplicada,"Gil Bravo, Antonio(PRI - CU)",,750,27/01/2016,26/02/2016,3030007224,05/09/2016,\\tsclient\T\2016017006.pdf,,2009_5829,5829,Edición de otros programas informáticos
2016901138,Evaluación Técnica del Proyecto ANTATSOTM1 Nueva gama de terminales para comunicaciones tierra/mar - aire,SER,Servicios,B85906006,7022,Otras actividades de consultoría de gestión empresarial,DNV GL Business Assurance España S.L.U.,PRV,Privado,EST, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Gonzalo García, Ramón(PRI - CU); Vicerrector , para ISC(PRI - SC)",,750,15/11/2016,30/11/2016,3030007417,,\\tsclient\T\2016901138.pdf,,,,
2016020124,"Estudio de prospectiva, análisis y propuesta de participación y colaboración de la Administración Foral de Navarra con las redes, plataformas e iniciativas de Ciencia Ciudadana",ASE,Asesoría y consultoría,S3100010B,8411,Actividades generales de la Administración Pública,"Dpto. de Desarrollo Rural, Medio Ambiente y Administración Local - Gobierno de Navarra",PUB,Público,AUT, ,528,"Peralta de Andrés, Francisco Javier",AS3,Asociado 3,Ciencias del Medio Natural,"González García, Esther María(INV - TU); Imbert Rodríguez, Juan Bosco(INV - PD1); Peralta de Andrés, Francisco Javier(PRI - AS3)",,5994.25,02/11/2016,30/12/2016,3030007420,,\\tsclient\T\2016020124.pdf,,2009_7022,7022,Otras actividades de consultoría de gestión empresarial
2016012051,Asistencia para el desarrollo y caracterización de materiales poliméricos porosos y su comportamiento tribológico,I+D,Investigación y desarrollo,A31233786,2433,Producción de perfiles en frío por conformación con plegado,"Eisenor, S.A.",PRV,Privado,AUT, ,810483,"Zalakain Iriazabal, Iñaki",PAD,Profesor Ayudante Doctor,"Ingeniería Mecánica, Energética y de Materiales","Rodríguez Trías, Rafael José(PRI - TU); Zalakain Iriazabal, Iñaki(PRI - PAD)",,5940,21/06/2016,20/11/2016,3030007316,,\\tsclient\T\2016012051.pdf,,,,
2016026151,formación a profesionales sobre cuestiones éticas en la intervención social,FOR,Formación,B31347081,8812,Actividades de servicios sociales sin alojamiento para personas con .,"Elkarkide, S.L.",PRV,Privado,AUT, ,810180,"Idareta Goldaracena, Francisco",PAD,Profesor Ayudante Doctor,Trabajo Social,"Úriz Pemán, María Jesús(PRI - TU); Idareta Goldaracena, Francisco(PRI - PAD)",,1890,04/10/2016,31/12/2016,3030007460,,\\tsclient\T\2016026151.pdf,,2009_8411,8411,Actividades generales de la Administración Pública
2016008017,Appointment as Editor of ''Journal of Alloys and Compounds'',ASE,Asesoría y consultoría,NL005033019B01,5819,Otras actividades editoriales,ELSEVIER B.V.,PRV,Privado,UE, ,1783,"Gómez Polo, Cristina",CU,Catedrático de Universidad,Física,"Gómez Polo, Cristina(PRI - CU)",,19166.66,01/03/2016,31/12/2017,3030007231,,\\tsclient\T\2016008017.pdf,,,,
2016024097,"Evaluación nº 28711, LGAI TECHNOLOGICAL CENTER, S.A.",SER,Servicios,G78373214,8299,Otras Actividades De Apoyo A Las Empresas N.c.o.p,ENAC- Entidad Nacional de Acreditación,PUB,Público,EST, ,2694,"Teniente Vallinas, Jorge",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Teniente Vallinas, Jorge(PRI - TU)",,1597.9,30/08/2016,30/09/2016,3030007359,,\\tsclient\T\2016024097.pdf,,,,
2016007034,"Experto Técnico para DECCO IBÉRICA POST -COSECHA S.A.U. Proyecto 372738_372,739",SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU)",,1000,30/03/2016,29/04/2016,3030007248,27/02/2017,\\tsclient\T\2016007034.pdf,,,,
2016007044,Informe de evaluación del contenido y ejecución 2015 del proyecto ''DESARROLLO DE NOVEDOSOS  CÓCTELES MÁS NUTRITIVOS Y SALUDABLES'',SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,8261,"Fernández Pan, Idoya",AS3,Asociado 3,Tecnología de Alimentos,"Fernández Pan, Idoya(PRI - AS3); Fernández Pan, Idoya(PRI - CD1)",,500,27/04/2016,07/05/2016,3030007252,09/12/2016,\\tsclient\T\2016007044.pdf,,0,0,NULL
2016007023,"Experto Técnico para INÉS ROSALES, S.A.U. Proyecto 410,846",SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU)",,750,27/04/2016,26/05/2016,3030007275,27/02/2017,\\tsclient\T\2016007023.pdf,,,,
2016007047,Evaluación Contenido y 1ª Ejecución del ejercicio 2015 del proyecto ''DESARROLLO DE NIUEVO PROCESO PARA TRATAMIENTO DE TOSTADO DE ALMENDRA,SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU)",,750,27/04/2016,27/05/2016,3030007284,27/02/2017,\\tsclient\T\2016007047.pdf,,2009_2433,2433,Producción de perfiles en frío por conformación con plegado
2016007103,"Evaluación, contenido y primera ejecución del ejercicio 2015, proyecto 463.328- ''Procesos de la almendra, estudio, influencia y mejora de sus propiedades''",SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU)",,750,22/09/2016,21/10/2016,3030007351,,\\tsclient\T\2016007103-DPTO.pdf,,2009_4621,4621,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales"
2016007113,460.033 - DESARROLLO DE NUEVA TECNOLOGÍA PARA LA ELABORACIÓN DE TORTAS DE ACEITE TRADICIONALES,SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU)",,430,25/10/2016,24/11/2016,3030007391,,\\tsclient\T\2016007113.pdf,,2009_6201,6201,Actividades de programación informática
2016007136,468.991 - NUEVO PROCESO Y FORMULADO DE FRUTOS SECOS CARAMELIZADOS,SER,Servicios,B83882472,7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.","EQA Certificados I+D+I, S.L.U.",PRV,Privado,EST, ,8261,"Fernández Pan, Idoya",AS3,Asociado 3,Tecnología de Alimentos,"Fernández Pan, Idoya(PRI - AS3); Fernández Pan, Idoya(PRI - CD1)",,750,14/11/2016,31/12/2016,3030007448,,\\tsclient\T\2016007136.pdf,,2009_4110,4110,Promoción inmobiliaria
2016024127,Fabrication and subsequent measurement of a Si resonator based on Photonic Crystal concepts.,I+D,Investigación y desarrollo,ZW-004/2004-412,7120,Ensayos y análisis técnicos,ESA/ESTEC-European Space Agency,PUB,Público,UE, ,2553,"Gómez Laso, Miguel Ángel",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Lopetegui Beregaña, José María(INV - TU); Gómez Laso, Miguel Ángel(PRI - TU); Teniente Vallinas, Jorge(INV - TU); Arnedo Gil, Israel(INV - PD1); Teberio Berdún, Fernando(INV - UNI); Gómez Torrent, Adrián(INV - FPU); Percaz Ciriza, Jon Mikel(INV - 196); Percaz Ciriza, Jon Mikel(INV - UNI); Arregui Padilla, Iván(INV - PAD)",,11000,07/11/2016,28/02/2017,3030007413,,\\tsclient\T\2016024127.pdf,,,,
2015020158,Determinación de los inhibidores del nitrificación DMPP y DMPSA en suelo y planta,I+D,Investigación y desarrollo,B65452294,4776,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",EuroChem Agro Iberia S.L.,PRV,Privado,EST, ,3,"Aparicio Tejo, Pedro María",CU,Catedrático de Universidad,Ciencias del Medio Natural,"Aparicio Tejo, Pedro María(PRI - CU); Rodrigues Dos Santos, Janaina Maria(INV - 196)","Lasa Larrea, Berta(COP)",4500,11/01/2016,10/07/2016,3030007209,01/12/2016,\\tsclient\T\2015020158.pdf,,,,
2016016156,"Análisis anual de la información del libro genealógico, recomendaciones de reposición y apareamiento, y caracterización morfológica y productiva del pland e conservación de la raza Betizu",SER,Servicios,G71194625,9499,Otras Actividades Asociativas,Federación de Criadores de Betizu - Betizu-Hazleen Federakundea,PRV,Privado,AUT, ,1974,"Alfonso Ruiz, Leopoldo",TU,Titular de Universidad,Producción Agraria,"Alfonso Ruiz, Leopoldo(PRI - TU)",,1500,21/12/2016,20/12/2017,3030007458,,\\tsclient\T\2016016156.pdf,,,,
2016800130,Suministro material biológico octubre 2016,SER,Servicios,B90148362,7022,Otras actividades de consultoría de gestión empresarial ,Field Trials Services S.L.L.,PRV,Privado,EST, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,115,07/11/2016,08/11/2016,3030007411,,\\tsclient\T\2016800130Firmado.pdf,,,,
2016800150,Suministro de material biológico ,SER,Servicios,B90148362,7022,Otras actividades de consultoría de gestión empresarial ,Field Trials Services S.L.L.,PRV,Privado,EST, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,57.5,02/12/2016,04/12/2016,3030007447,,\\tsclient\T\2016800150.pdf,,,,
2016021068,Renovación del contrato de Apoyo y servicios técnicos en trabajos relacionados con sondas de humedad y gestión del riego,ASE,Asesoría y consultoría,B31626757,4631,Comercio al por mayor de frutas y hortalizas,FLORETTE AGRÍCOLA S.L.,PRV,Privado,AUT, ,3584,"Campo Bescós, Miguel Ángel",PAD,Profesor Ayudante Doctor,Proyectos e Ingeniería Rural,"Campo Bescós, Miguel Ángel(PRI - PAD)",,2170.12,01/01/2016,30/06/2016,3030007294,27/02/2017,\\tsclient\T\2016021068.pdf,,,,
2016807066,MEJORA DE PROCESOS DE GESTIÓN EN EL ÁMBITO DEL FÚTBOL FEDERADO EN NAVARRA,I+D,Investigación y desarrollo,Q3116662B,7022,Otras actividades de consultoría de gestión empresarial ,FNF-Federación Navarra de Fútbol,ALT,Otros,AUT, ,9999,"Vicerrector  , de Investigación",SC,Sin categoria,CENTRO TIC,"Villadangos Alonso, Jesús(PRI - TU); Córdoba Izaguirre, Alberto(INV - TU); Ayape Lopez, Mikel(COP - COP); Díaz Noain, Mikel(COP - AS2); Díaz Noain, Mikel(COP - COP); Vicerrector , de Investigación(PRI - SC)",,63855,06/05/2016,30/04/2017,3030007300,,\\tsclient\T\2016807066.pdf,,,,
2016012009,Tercera renovación ''Apoyo técnico en la realización de Ensayos de Corrosión Acelerados'',ASE,Asesoría y consultoría,G31704232,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,FUNDACIÓN CETENA (CEMITEC),PUB,Público,AUT, ,4623,"Berlanga Labari, Carlos",PD1,Profesor Contratado Doctor Tipo 1,"Ingeniería Mecánica, Energética y de Materiales","Berlanga Labari, Carlos(PRI - PD1); Rivero Fuente, Pedro José(INV - AS3); Rivero Fuente, Pedro José(INV - CD1)",,0,11/01/2016,10/01/2017,3030007228,,\\tsclient\T\2016012009.pdf,,,,
2016007117,Asesoramiento en la utilización de liofilizador,ASE,Asesoría y consultoría,G31704232,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,FUNDACIÓN CETENA (CEMITEC),PUB,Público,AUT, ,2070,"Maté Caballero, Juan Ignacio",CU,Catedrático de Universidad,Tecnología de Alimentos,"Maté Caballero, Juan Ignacio(PRI - CU); Fernández Pan, Idoya(INV - AS3); Fernández Pan, Idoya(INV - CD1)","Gomez Ochoa de alda, Juan jose(INV)",600,12/12/2016,31/12/2016,3030007456,,\\tsclient\T\2016007117.pdf,,,,
2016807014,FUVEX QPCA Evaluación de la pedregosidad de los suelos,I+D,Investigación y desarrollo,B71266035,8030,Actividades de investigación,FUVEX AGRO,PRV,Privado,AUT, ,9999,"Vicerrector  , de Investigación",SC,Sin categoria,CENTRO TIC,"Villadangos Alonso, Jesús(PRI - TU); Ayape Lopez, Mikel(COP - COP); Vicerrector , de Investigación(PRI - SC)",,6611.75,12/02/2016,31/12/2016,3030007229,08/03/2017,\\tsclient\T\2016807014.pdf,,0,0,NULL
2016001104,Prórroga de ''Estimación en línea de cargas para aerogeneradores de eje horizontal'',SER,Servicios,B31890205,2711,"Fabricación de motores, generadores y transformadores eléctricos","GAMESA INNOVATION AND TECHNOLOGY, S.L., UNIPERSONAL",PRV,Privado,EST, ,9152,"Elso Torralba, Jorge",PAD,Profesor Ayudante Doctor,Automática y Computación,"Elso Torralba, Jorge(PRI - PAD)",,4000,01/10/2016,31/12/2016,3030007390,,\\tsclient\T\2016001104.pdf,,2009_2829,2829,Fabricación de otra maquinaria de uso general n.c.o.p.
2016001095,Técnicas avanzadas de control de aerogeneradores,ASE,Asesoría y consultoría,B31890205,2711,"Fabricación de motores, generadores y transformadores eléctricos","GAMESA INNOVATION AND TECHNOLOGY, S.L., UNIPERSONAL",PRV,Privado,EST, ,9152,"Elso Torralba, Jorge",PAD,Profesor Ayudante Doctor,Automática y Computación,"Elso Torralba, Jorge(PRI - PAD)",,10900,01/10/2016,31/12/2016,3030007451,,\\tsclient\T\2016001095.pdf,,,,
2016026105,Diagnóstico educativo en Tafalla.,ASE,Asesoría y consultoría,G31676059,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,GAZ KALO,ALT,Otros,AUT, ,3522,"Arza Porras, Javier",PAD,Profesor Ayudante Doctor,Trabajo Social,"Arza Porras, Javier(PRI - PAD)",,1487.6,01/09/2016,31/12/2016,3030007386,,\\tsclient\T\2016026105.pdf,,,,
2016026106,Diseño Plan Estratégico,ASE,Asesoría y consultoría,G31676059,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,GAZ KALO,ALT,Otros,AUT, ,3522,"Arza Porras, Javier",PAD,Profesor Ayudante Doctor,Trabajo Social,"Arza Porras, Javier(PRI - PAD)",,1785.12,01/09/2016,31/12/2016,3030007387,,\\tsclient\T\2016026106.pdf,,,,
2016026144,12 horas de formación a profesionales sobre competencias interculturales en la intervención educativa y sociosanitariaq,FOR,Formación,G31676059,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,GAZ KALO,ALT,Otros,AUT, ,3522,"Arza Porras, Javier",PAD,Profesor Ayudante Doctor,Trabajo Social,"Arza Porras, Javier(PRI - PAD)",,1080,01/06/2016,31/12/2016,3030007434,,\\tsclient\T\2016026144.pdf,,,,
2016901107,"Sistema de fertilización inteligente para optimizar insumos en campo,  minimizar el impacto medioambiental y mejorar la calidad y seguridad alimentaria de espinaca congelada",I+D,Investigación y desarrollo,B18660324,1039,Otro procesado y conservación de frutas y hortalizas,"GELAGRI IBÉRICA, S.L.",PRV,Privado,AUT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Villadangos Alonso, Jesús(PRI - TU); Córdoba Izaguirre, Alberto(INV - TU); Astrain Escola, José Javier(INV - PD1); Vicerrector , para ISC(PRI - SC)",,70000,27/09/2016,31/10/2018,3030007491,,\\tsclient\T\2016901107.pdf,,2009_2910,2910,Fabricación de vehículos de motor
2016018021,Primera fase del estudio de evaluación de la competencia en inglés,ASE,Asesoría y consultoría,S3100007H,8411,Actividades generales de la Administración Pública,Gobierno de Navarra - Departamento de Educación,PUB,Público,AUT, ,1609,"Díaz de Rada Igúzquiza, Vidal",TU,Titular de Universidad,Sociología,"Díaz de Rada Igúzquiza, Vidal(PRI - TU)",,2500,23/02/2016,30/06/2016,3030007238,12/01/2017,\\tsclient\T\2016018021.pdf,,,,
2016009093,Asistencia técnica para elaboración de una serie de informes y trabajos de investigación en materia de memoria histórica /Instituto Navarro de la Memoria,ASE,Asesoría y consultoría,S7124930D,8411,Actividades generales de la Administración Pública,"Gobierno de Navarra. Dpto. Relaciones Ciudadanas e Institucionales - DG Paz, Convivencia y Derechos Humanos",PUB,Público,AUT, ,1723,"Majuelo Gil, Emilio",TU,Titular de Universidad,Geografía e Historia,"Majuelo Gil, Emilio(PRI - TU); Mendiola Gonzalo, Fernando(INV - PD1); Yaniz Berrio, Edurne(COP - 196); Piérola Narvarte, Gemma(COP - COP)",,21996,01/09/2016,31/12/2016,3030007322,16/03/2017,\\tsclient\T\2016009093.pdf,,,,
2016024099,Sistemas de trasmisión de energía inalambricos,I+D,Investigación y desarrollo,A09276528,2910,Fabricación de vehículos de motor,"GRUPO ANTOLIN INGENIERÍA, S.A.",PRV,Privado,EST, ,2774,"Falcone Lanas, Francisco Javier",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Falcone Lanas, Francisco Javier(PRI - TU)",,12000,15/09/2016,14/09/2017,3030007352,,\\tsclient\T\2016024099.pdf,,,,
2016007087,Seguimiento del contenido en potasio desde la uva en el campo hasta el vino final ,SER,Servicios,B20358768,2891,Fabricación de maquinaria para la industria metalúrgica,HANNA INSTRUMENTS S.L.,PRV,Privado,EST, ,2052,"Navarro Huidobro, Montserrat",TU,Titular de Universidad,Tecnología de Alimentos,"Navarro Huidobro, Montserrat(PRI - TU)",,200,28/07/2016,28/10/2016,3030007341,,\\tsclient\T\2016007087.pdf,,,,
2016006002,Curso AngularJS,FOR,Formación,B99344319,6202,Actividades de consultoría informática,Hiberus Tecnologías de la Información,PRV,Privado,EST, ,5978,"Alfaro Larragueta, Eduardo",AS2,Asociado 2,Ingeniería Matemática e Informática,"Alfaro Larragueta, Eduardo(PRI - AS2)",,2000,04/01/2016,03/02/2016,3030007206,20/10/2016,\\tsclient\T\2016006002.pdf,,,,
2016007108,Análisis de la calidad del hielo líquido,SER,Servicios,B71232052,3320,Instalación de máquinas y equipos industriales,Hielo Gel S.L.,PRV,Privado,AUT, ,1719,"Moure Gil, Aberlardo José",TU,Titular de Universidad,Tecnología de Alimentos,"Moure Gil, Aberlardo José(PRI - TU); Abril Requena, José(PRI - TEU)",,1500,26/09/2016,25/10/2016,3030007349,,\\tsclient\T\2016007108.pdf,,2009_8411,8411,Actividades generales de la Administración Pública
